scenario_id,object_id,min_ttc
scenario_5808280b-6adf-4dad-86a0-170298e5b9ff,1148,0.201
scenario_c45c40bf-00f6-40a0-9023-9c509c036431,144420,0.201
scenario_452f031e-1d5a-4ff2-a982-a9337038af16,102998,0.201
scenario_2369d68b-4e62-4739-87e1-b72fa725eb09,15824,0.201
scenario_236934c2-0c33-41e6-be1f-39132b32829b,38170,0.201
scenario_24c28bdf-1f42-4d29-8046-c11848282cf7,3423,0.201
scenario_62f26246-cfad-47e3-a49c-8161687c6011,21106,0.201
scenario_b3227a78-e0f0-4eeb-a534-e5d977c569f5,32933,0.202
scenario_d6f61760-340a-4012-b204-d87fabad445f,17534,0.202
scenario_396c3491-e2d9-479d-9c61-9120cd8088a1,43028,0.202
scenario_4e7682ff-8e9a-490c-bb78-0db439720ef2,1220,0.202
scenario_7b7aa818-99df-4c9f-9edc-0a7292420ce0,3171,0.202
scenario_474c3d99-9b7f-445e-82f0-4153073e010b,27032,0.203
scenario_64583823-1e1c-4969-8112-15715048aa24,105414,0.203
scenario_c7540581-41dd-4fce-b32a-bda9d6fa11cc,79158,0.203
scenario_9be728ee-0e8c-4260-a10c-097626b07571,27777,0.203
scenario_6037bdd2-fa3b-4c0a-bc3c-59679b2eb95f,204926,0.203
scenario_e1c9efb9-de8f-432d-8e05-6fdb9867d91e,80642,0.203
scenario_4720d943-62dd-454d-8745-2165a6abfebc,80642,0.203
scenario_3aea57bc-f73e-4ac1-9883-2ada35b2ded2,3795,0.203
scenario_83298f18-c263-42c6-96c2-ebd245291560,73978,0.203
scenario_2e330c21-a2da-40e9-bf2d-c62c19158e9f,147587,0.204
scenario_f4063840-986d-4ba9-9580-0088e602dbf4,188857,0.204
scenario_507d84a4-e4d6-43f7-84fb-b2bdced79793,147462,0.204
scenario_1f5ad0a5-b0f6-4d14-8e9e-ffa2a7daee95,7748,0.204
scenario_cd643593-3a59-4da7-a9cc-00b386314566,1611,0.204
scenario_847d7953-9a24-4149-aec7-99c25eafd9a1,723,0.204
scenario_8df90d8b-029c-4772-9b5d-cc7322af1f16,193656,0.204
scenario_272a9ef0-9c7f-4b02-8289-c3ef5674d43b,26993,0.205
scenario_95c554ef-7a01-4324-96c3-e75019c73eaf,155483,0.205
scenario_9dc26168-2175-42df-82b9-5fba0cbce1cc,2851,0.205
scenario_900466eb-0bde-4667-914d-f65071e37428,104150,0.205
scenario_6ad56c59-385a-40d6-8d22-35db13f07466,69273,0.205
scenario_df2eb21f-38d0-42e5-8ebd-2e9600424515,26540,0.205
scenario_b15f101e-5488-4fbf-a0d3-cd8057bc5d5a,15456,0.206
scenario_3a584dd2-8991-4017-be95-6a62accc658f,AV,0.206
scenario_aa35e395-f334-416e-bf98-1f5dbdf94354,2041,0.206
scenario_3dced76a-79dd-496c-b038-60af4c34c968,2851,0.206
scenario_0cdd1fc3-c7a5-4151-8b04-0aecf0d6b3c8,14677,0.206
scenario_619fe346-b3da-4987-a14b-c3e216e4ce10,64373,0.206
scenario_4dc0e741-2764-49f4-a7aa-b742b344e619,15401,0.206
scenario_84f84b1c-9407-4b95-be2b-f421b5f921d6,98533,0.206
scenario_8b7a7d65-1ff2-413f-80dc-3ed123f8d600,2041,0.206
scenario_5fdf1a7b-e0d3-4358-af6c-8f744f07ea2d,24588,0.207
scenario_f7664939-d68e-4c79-a356-b1ed74123173,58582,0.207
scenario_0d6f8e41-d316-49f6-8319-66820fa3dd42,159048,0.207
scenario_b62ed78e-95a8-4f85-b803-7accfe064cb2,36338,0.207
scenario_90d982c6-b95c-4daa-a8a2-09996cd9c78a,208773,0.207
scenario_70caec74-b0b6-45d9-b412-850d70261b8c,6109,0.208
scenario_ac5a5f4b-35c6-4c64-964e-dcef53400554,67187,0.208
scenario_6b8821f6-728a-4749-aa19-015f581985fb,25468,0.208
scenario_48bb3002-264d-4185-a7d9-2e649d54eeb7,137656,0.208
scenario_b0f401a3-1911-40fd-904d-7969b2f15e78,21002,0.208
scenario_bc4efd0d-83b7-445f-8682-4cf20f39eb7b,4958,0.208
scenario_8f964418-0897-4abd-9bf2-4eca3e624838,61239,0.208
scenario_56626556-95f2-4a32-b2c9-9c5220d1849e,16558,0.208
scenario_54a378fc-b4b0-4e0d-af9f-4493fd8ccff2,118482,0.209
scenario_1c91da23-4c76-4ec9-9757-6b47dc8e1def,82909,0.209
scenario_6bad856e-951b-4d11-a725-9134ee8fcbcd,63188,0.209
scenario_5bd6fa9b-582f-46eb-a600-9279f3975f13,33824,0.209
scenario_00cb865e-5294-48fd-938e-e23cb5ab229a,118289,0.209
scenario_4c154170-7f67-44bf-b5a7-e4d2cfe04440,10836,0.209
scenario_40afae2e-5bb9-4373-a895-e1da737766d4,16210,0.209
scenario_f8f71095-7654-4a0b-9691-b50d6c7a2e37,63090,0.21
scenario_2f793909-d9d5-4b82-8380-627d0cc6fcf7,12973,0.21
scenario_68e17093-671c-4e29-8003-1b8312bc1e63,101153,0.21
scenario_a83fd655-2f2e-4e2f-8fda-7e26f2d78799,25261,0.21
scenario_f8e4d197-b163-4f44-bf42-a09431afe852,201572,0.21
scenario_3a21c92f-cf39-485d-a609-7d9157b334ad,47111,0.211
scenario_b10d97be-277a-4e1d-980a-c9dfc3f28e69,19147,0.211
scenario_565ff9e2-ce4c-4e97-96b3-49e89e8bdd30,218461,0.211
scenario_7a6f15ed-a83b-42a1-9f12-8de1b3f87c32,13840,0.211
scenario_bd77a305-022d-4975-a028-860e042b6316,21795,0.211
scenario_a1cb114a-f7a3-491d-8cb8-ba6f411ad0ed,11833,0.211
scenario_16140de9-8833-439f-9b7d-f4b20252a068,107685,0.212
scenario_ea98ae14-be09-46c8-bc48-00d557c30a23,80082,0.212
scenario_1590f6d1-dd0e-4fd7-a251-eefe261667f0,169848,0.213
scenario_2a15ff96-fb69-435c-bf0c-0b49a3dd325b,121491,0.213
scenario_370fa700-b3e0-4f2f-aff6-182a0309dccc,6371,0.213
scenario_bb7681ab-6630-4ce7-8d6d-7631aa0bf9b0,50425,0.213
scenario_e0cf7845-d7c4-4e36-ac86-77dd39e76da6,61755,0.213
scenario_36d3fb20-d2c3-4337-a241-cd3d93f41de9,31679,0.213
scenario_d9af9a3a-24b7-44de-946f-85707ce89984,14678,0.213
scenario_1f1c7324-25bc-4b15-9d79-e2c4f361df47,125840,0.213
scenario_89712d42-4494-4726-a892-9e7cbbd3ae3d,229013,0.213
scenario_ec4e2c52-6b72-43e0-8f35-0887b7b050dc,66682,0.213
scenario_d6d08c87-82f9-4ce7-a207-00e5d94f0f8f,57139,0.214
scenario_faf2f1b3-5a49-44b0-b8f1-f2ad79c0a6f7,31089,0.214
scenario_5136202c-c2eb-41f1-bfba-16e981d4502a,13737,0.214
scenario_9424d782-fa0e-4b97-ba79-a47b94003135,140244,0.214
scenario_cbf1e68d-f70b-49c7-965a-104a1eefbe82,29542,0.214
scenario_3a5ea953-cc32-4e4e-b94f-b5ab8ab8e3b4,11084,0.214
scenario_2727edb2-a427-45ef-b8d9-8b3ad4b67617,7478,0.214
scenario_f642ac73-9601-4ad2-81b0-b635a5d62ff2,11586,0.215
scenario_448d708e-85bb-4eb7-b9eb-d92a82915119,60964,0.215
scenario_88d33f03-55c6-4960-b6e2-d924cca21208,10747,0.215
scenario_aeec5d73-a2bd-4ba5-ab8d-6f03d7eb177b,60760,0.215
scenario_93cf0d6f-50bf-4ca7-b01e-6cebce89f522,93404,0.216
scenario_5c0b6c21-dcf5-4998-b3c0-bdd2030d759f,53408,0.216
scenario_18057910-35a9-444a-bf02-83af9b4e4128,17433,0.216
scenario_63d82d5b-da12-4a68-b703-bcd03f2790d5,25923,0.216
scenario_2fbe1279-bd2b-4bfc-84c4-b68e967fa6b3,1916,0.216
scenario_bd1ff26d-21d1-401d-b259-777f7fe2299e,176203,0.216
scenario_cbf7bf85-05f0-4e8e-8d71-4f83217c68d4,25774,0.216
scenario_37ac2cd6-3ffd-4dd0-af69-4b75c907bb40,115631,0.216
scenario_dede86d7-d557-4c02-b5b3-badb9717c6a8,106839,0.217
scenario_046d9302-cc5c-4070-9df0-c77cb208841e,9195,0.217
scenario_9b490594-600f-4dcc-8589-3c9ddc24ecb7,25158,0.217
scenario_215d48b3-b7db-472b-a462-6a3c22d74cb9,31309,0.217
scenario_121ff7c1-3d9c-404e-847e-52ccefa257bc,9389,0.217
scenario_a23951dc-a1ac-4d15-8eb4-af6e380cf0ad,12010,0.217
scenario_0e414592-055a-43f5-97d2-4af968cc687f,31541,0.217
scenario_90bc8991-d1f3-4774-a321-b93619bef705,51862,0.217
scenario_0b0d8438-3a8f-43e0-88ef-67b75f1d2b41,29009,0.217
scenario_eba332bf-4c22-42b4-9aee-376953cab5a2,31541,0.217
scenario_749ced6b-5366-44ab-9555-68f99a6b5d24,116343,0.218
scenario_42898838-e362-417d-a9be-c83759ccbb28,3160,0.218
scenario_fd9a38e4-e195-469e-b7d9-ba09725a3ab7,167965,0.218
scenario_b273ae55-b591-4326-afab-ad34fc8ffde0,61433,0.218
scenario_0bdbbfbe-2ca8-4386-9ac6-30d94121f812,72135,0.218
scenario_74f8f099-6889-4f18-83cd-bb6df9fed10a,70874,0.218
scenario_e3be50b6-f9d7-47e8-8907-39dcf228b4e1,17650,0.218
scenario_198e450b-3eaa-4f2c-beec-3eb5ffe8ce5f,16132,0.218
scenario_edbaf197-8bd4-43f3-81bd-b9bdf179178f,69231,0.219
scenario_55326772-ee3b-4d0c-bad9-dfbb50a02968,81145,0.219
scenario_a710b7e1-c01f-4f5e-bd3c-3af389a486a5,98817,0.219
scenario_d0828573-9bb4-4a7c-a532-05d7d4d84e1b,11695,0.219
scenario_00dfd6b8-00f7-4139-9763-c0da7a4bc273,111767,0.219
scenario_febbb8a8-48a2-44ed-8ee4-bab497255a45,3951,0.219
scenario_ea08ab7d-fb05-48bc-af9a-47ccf27de8b5,66997,0.219
scenario_415694a0-ee5d-4dc3-8fba-aa2daed6ef27,82842,0.219
scenario_a6da2928-ffd3-475f-9f17-7a7aa6a00697,19623,0.219
scenario_995e7d0e-7617-4854-b366-3a372e2307df,2723,0.22
scenario_e7e3a385-0e7f-40bc-a744-a29ead948650,1698,0.22
scenario_b44ead40-50a3-4d77-b5ad-0f88ad29de78,124894,0.22
scenario_0dd9b11b-90e6-4a70-b6a4-c45f60e7027b,57529,0.22
scenario_89e181a7-882c-499e-acb0-20eb3a4638c5,146304,0.22
scenario_58fd3566-31b2-46cf-a474-f8588045d848,10917,0.22
scenario_d1dd1792-514a-441f-9bb5-59c726bc1641,23422,0.22
scenario_f8efcd54-0413-4a1f-896b-443af57d19b3,100316,0.221
scenario_865bf3ac-7077-41ed-b4ba-0614f5d95498,158874,0.221
scenario_a18f7287-09d7-4607-bd8e-787d6af296da,105321,0.221
scenario_570fa42f-34b7-47ac-913f-525292252659,79243,0.221
scenario_b61a35d3-3ae1-44b4-8cfb-7206cab976a7,30760,0.221
scenario_712e1b63-1bde-4560-b110-6b762d439e0a,28536,0.221
scenario_60070d43-14aa-4749-9e8a-a2f64379f695,2509,0.221
scenario_c5621b77-b96b-4cee-8b0c-34d76b4bf3b8,2039,0.222
scenario_85b31763-431b-4f64-a42b-929e62b709ed,12333,0.222
scenario_ecd15ecc-288a-4743-a0e1-c36e3a3b425a,184119,0.222
scenario_b123c0e1-3a5b-423b-af9d-c3c14803a1b8,2889,0.222
scenario_9749c289-48f4-4d02-848e-fadd5f3d74b4,5084,0.222
scenario_c2b60ac9-03f8-440a-a5f6-dd884ba2d834,38154,0.222
scenario_0e113d06-fb68-45d4-be78-273df5b7959a,17670,0.222
scenario_934b08b6-11ad-4ce3-83d0-61c3768a6a6d,30923,0.222
scenario_90f7af67-37d9-488a-ab4a-7fb4d06514c9,225,0.223
scenario_9ee69ce0-e863-40fc-bbc2-592c339695e2,33257,0.223
scenario_9898c885-e70b-4eca-8c35-3823af3bd795,73147,0.223
scenario_d85ae493-90a3-41a9-b71d-e5dc296b8c2e,78,0.223
scenario_7a1e2185-6061-4766-96aa-33199162c931,78,0.223
scenario_1d43168c-6138-4e56-9865-5bc010407a5b,204591,0.223
scenario_a5b68ef1-7ecc-4c07-8371-3c0fe4f82bfa,19014,0.223
scenario_72b36c28-6821-4fee-a1d8-9f44c97f3513,165752,0.223
scenario_7f96d0d3-88c0-45a9-a84e-ece5c13316f1,73147,0.223
scenario_5414568b-61bf-464f-ae2e-3e74c0736781,31600,0.223
scenario_e075c434-592f-4c68-b958-c68ba9a2faac,240491,0.223
scenario_b020f429-0854-4e98-979e-6e4f180a85b0,45164,0.223
scenario_ceadfa10-80ea-4a66-8df7-62cfc403ce1c,139067,0.223
scenario_5f72a277-67bc-4922-827c-fcd59765daca,175055,0.223
scenario_4cc80e4b-df0a-4c32-bb0f-0a53692b1bac,11167,0.223
scenario_e9e2c005-7fe0-4351-9496-eba4fb50e4e7,82627,0.223
scenario_f5c0435a-dcee-4aad-9979-dfadf6f3130c,8680,0.223
scenario_999cc7a8-45e8-4750-b705-fbcb5f06b91a,137378,0.224
scenario_54d10a56-7122-45c5-8064-211acc04081f,28786,0.224
scenario_7e4dbf08-5538-4ab4-8269-ce10167fbfb3,69782,0.224
scenario_5f47a10a-1832-4348-b8ec-7b6fa2ebc12b,34411,0.224
scenario_f1d1739c-7d68-42dd-bc19-681ba6ec1e7b,138002,0.224
scenario_ad49d5cb-ceea-418a-86ea-b43cf344123b,62333,0.224
scenario_99029988-307d-448b-b02c-6cda2a632db7,34411,0.224
scenario_5ac2f157-5e80-4a0c-81d7-3c44233df272,40216,0.224
scenario_fc4d330d-8f6f-4ede-9b3f-16c88c8ccfe5,107503,0.224
scenario_6a6adf8e-6dbf-40a3-b2f3-9492e95db35f,47694,0.224
scenario_353401f9-93cc-4777-af14-17b17e0533ce,11541,0.225
scenario_5da617e0-d8e0-434b-8398-4e914d12d3d7,146527,0.225
scenario_4c0a8eae-f750-429e-b2ef-e77e32225d9a,100316,0.225
scenario_d0b63a25-5dd6-47f6-a497-5446f0165996,75512,0.225
scenario_9c35912e-8ea1-411d-b968-4330074bf401,194577,0.225
scenario_41f234a9-3e7c-4562-8b49-58a301b11291,16422,0.226
scenario_d4b0f7e7-c498-43d9-a83a-3caf5855da37,66761,0.226
scenario_7ea4755c-df64-4add-9eda-bce4a9106761,8661,0.226
scenario_62d0f249-1b19-446a-af4d-ca738891e2a9,56629,0.226
scenario_d8b6323d-451d-4525-85aa-0a56fbcf3787,36118,0.226
scenario_c0d2fc9e-bd6d-4e61-b11d-8752d9c1ba6e,66761,0.226
scenario_cd3d379b-0a70-4c86-9d75-29525787fc1d,3425,0.226
scenario_9e7ba306-f8a7-407a-8b9a-7d3b92dbbce4,48373,0.226
scenario_f546a5db-0c90-4f8b-9a21-af3e8ed96f7d,31309,0.226
scenario_ece7cbe2-b849-4bd7-a6c2-554556bc553b,4802,0.226
scenario_7248df1e-061e-42d6-842b-dfa1ce64e93b,27596,0.227
scenario_63070c43-d767-4c22-a3ce-d7c9184e9051,20242,0.227
scenario_6fe07bf3-64a1-4663-9c30-e9a75e587f31,4970,0.227
scenario_0635832d-fb38-41fc-aafa-587cfbcef87c,135723,0.227
scenario_cfe5e4ae-ee92-43b7-8847-952f84411e2b,112822,0.227
scenario_0db6b997-57b9-4edb-b04a-9af4b58dab73,8930,0.227
scenario_6b0f07ec-d1a8-4d59-8c6e-ba7234451bc9,114817,0.227
scenario_6710bcab-e330-47da-adf7-9e43975c1b14,42202,0.227
scenario_f0ea0646-5d10-4887-84be-d67682bdcc5a,77516,0.227
scenario_93cac5f4-a6a9-41cf-a402-c2c901335461,5367,0.228
scenario_17d09143-b450-4138-be5c-4e864126e7a5,127364,0.228
scenario_675dc4b3-9e90-4979-9519-6c6ac8fcd269,27321,0.228
scenario_60794e86-c2a9-4792-b91d-b13ad289c010,66773,0.228
scenario_c2afb407-1e38-428f-94d9-806a06c03412,80647,0.228
scenario_3249dcd9-4dc1-490a-a7d3-3e4608a01999,26996,0.228
scenario_8ca7cc64-0141-4839-aa18-591072291698,89849,0.228
scenario_27d15314-9956-4cf6-af1e-b6864b6cef05,110994,0.228
scenario_8a485923-1063-4ffd-9de9-f68c20bb2424,18527,0.228
scenario_74dd1c75-d3a0-4b7c-93d1-3f943a6a9293,116767,0.228
scenario_946a8f0e-e9f2-4cc0-a078-d9caa992977a,87745,0.228
scenario_594c987e-e995-42b1-9cce-9b5b33e1ce24,55275,0.228
scenario_733fbf2b-559d-4f6e-8c88-d699a894dd5c,7790,0.228
scenario_020c1ff9-6850-4641-91db-b1fb910bc260,51902,0.228
scenario_e24c77fd-f3b7-42fd-933f-6b392a4633cd,47402,0.228
scenario_335897ce-8680-4498-8e34-8466226550a9,68881,0.228
scenario_5649f778-2259-47e5-b211-e922e53c9085,20523,0.229
scenario_44748e7e-4982-4d67-854a-b06a03312a22,27787,0.229
scenario_8c93f891-39a9-4ee7-be75-644ef5d1bf56,154210,0.229
scenario_ac1d36c8-1006-4e16-9362-d11a903cc31f,25838,0.229
scenario_c0a4fc30-8436-41ca-9d22-528c018d9e17,72863,0.229
scenario_d90b99fd-9431-462d-8db8-403b88526a53,1085,0.229
scenario_145127f2-299c-4094-8a6a-c2f042476e6c,20628,0.229
scenario_38f9f23d-becd-484c-afda-65d4a78d33a4,27787,0.229
scenario_cbb3d0d0-8c1f-4865-8eb1-6ca24aaee5a4,18576,0.229
scenario_993a19d1-9552-4fdf-834f-8be0e945210a,14771,0.229
scenario_e27508d9-7e5e-4952-8cae-af77cf242f9a,8373,0.23
scenario_913d0fcb-5e8e-4e98-8a3f-93dc83a3fdb0,12834,0.23
scenario_298510df-91cd-48ed-9cf1-dd380b9f797b,65206,0.23
scenario_da6f33b6-9742-424f-8aa4-f7c6a86050da,59571,0.23
scenario_4d24bcbe-0a58-404a-9df7-6284c891b855,34884,0.23
scenario_6c0b5b24-8d44-4c95-9dfe-46b670375bce,76354,0.23
scenario_ac48a15e-825e-4851-8f3b-1b4019252d96,19102,0.23
scenario_76f007a9-4941-4720-83e3-9aa6b49462bf,136473,0.23
scenario_0242a022-055e-4521-aa21-046329ccd217,105154,0.23
scenario_27c939aa-0398-4473-b7d7-76ecc1422451,20354,0.231
scenario_2b3b38b1-abf9-4dae-b1c1-350d3983d6df,2841,0.231
scenario_71b036c3-7823-4320-8238-e8552b2deba4,5617,0.231
scenario_f8adc830-75e5-4454-a75f-41ffd8b4e7d1,135417,0.232
scenario_e4168561-0042-49b6-b5d9-a5c7378eb2de,388,0.232
scenario_331e7b72-2b53-48bc-9b8f-87f6bd9b1c1d,118721,0.232
scenario_7ec4359d-b5f5-4848-b080-7d5722f7f63b,168099,0.232
scenario_74f2609b-f581-49a7-9ea3-a4e83cfba69a,34336,0.232
scenario_d25245c4-1948-422c-b370-55d0f8ce5a6e,22064,0.232
scenario_3667703f-1a3a-471b-9399-66bd19885017,21533,0.232
scenario_e3dd4afc-6ca5-4cc1-86b2-509264a90bf0,52805,0.232
scenario_6c9c327a-feb6-4e2f-95aa-de829d9c1c44,33185,0.232
scenario_b75b608c-fa7d-43fd-b091-663e6b59351c,3224,0.232
scenario_b73cdbc8-d9cc-4729-ba2f-8fda36cf1ca5,68750,0.232
scenario_7301ca6f-e9dc-4a7c-bdab-635b45ee61c2,127129,0.232
scenario_efa43b93-7626-4e20-91ad-f87bb93bf1f3,37808,0.233
scenario_7a7c9879-4729-42b4-9c7e-7fc2459f4928,141355,0.233
scenario_cd86cde4-1210-42d4-a00b-9b4e0cf377fd,149145,0.233
scenario_de22f117-9211-4cbe-8224-aeb1149dff63,62133,0.233
scenario_c5e1a783-6f21-4c7b-bb43-784877c597b3,42820,0.233
scenario_85202869-fbed-4cc1-b6e9-938d914d9e66,159691,0.233
scenario_85b62eb3-a0e3-4c87-90f4-7e0691191106,123560,0.233
scenario_3b9cfdab-1042-4ea1-9554-ff23ee1761c8,5114,0.233
scenario_e1f3a886-0471-43c3-a446-060c65a6718d,8600,0.233
scenario_003f00b0-4471-45e2-a52f-0e678d612877,3197,0.233
scenario_b5e08d11-cdd9-4d40-a9d6-b645fedbfe3f,31054,0.234
scenario_e887136e-3fbe-496b-a500-32fd486fa4c9,33600,0.234
scenario_a6c6cc33-846f-4877-ae0c-5a0bde2f2376,82297,0.234
scenario_0c90de84-068e-4634-b9e2-327096d46402,167472,0.234
scenario_ace16bef-521b-4856-a501-252410d52c3c,72467,0.234
scenario_db7dec41-3dfa-4bf1-a498-7a9942829645,17535,0.234
scenario_0fdfaf6e-4f02-4f31-b8c1-eb1e592ef66d,181201,0.234
scenario_d3460707-d437-453d-93fd-68f39cb07e30,62740,0.234
scenario_ff600c0f-78be-42be-99c0-3aacb7e6587d,10588,0.234
scenario_91958fb8-ff5d-43d6-8068-0ca14147d11a,35533,0.234
scenario_9e2660b3-c0f4-4291-89ef-aa56ffe1f4ea,168091,0.234
scenario_b7d4c39c-17c8-43c1-8f82-60643319a6a5,127721,0.234
scenario_a8daeb29-e571-44ff-a331-730b96d4b5d6,110601,0.234
scenario_9e50daf4-9d11-4f85-bae5-afd9b36f7d3e,1701,0.234
scenario_440cd91b-61b4-4857-abc0-25c850b79b80,12211,0.234
scenario_63e6c315-99ac-4909-b4a5-3211438f5540,138534,0.234
scenario_f0fbcab2-b689-4ad0-af92-623a0f24b94a,53133,0.234
scenario_9cf40b88-bfed-4543-a0bb-05c80a6d672c,20598,0.234
scenario_2db60173-a621-4bf0-b92e-16d7d49522cc,93012,0.235
scenario_e09068bc-cd28-4ba1-b02d-b5bb4846b51f,31391,0.235
scenario_28624114-08d3-46c3-8a36-d62de1b66153,121295,0.235
scenario_d4ac2295-d60c-48a9-91a2-76bf9558440e,4523,0.235
scenario_e2b98d9b-d4fe-439d-ad1a-67f0db1b1140,37785,0.235
scenario_dd241c30-cac0-4878-9a9d-07c943c964ab,52191,0.235
scenario_a249d44e-7cbf-4756-8a52-eb1d777b1a84,40406,0.235
scenario_46e228eb-2c78-41dc-ae26-4bc5339e03d3,28140,0.235
scenario_ff095120-ff5b-4fdb-91aa-bfb8be16684d,218265,0.235
scenario_231b6f59-b048-4899-8372-70dcf76521a9,183529,0.235
scenario_a60dcd6a-dd15-4d03-970c-08be2ab085ca,18730,0.235
scenario_c2926161-e581-40f3-a4ec-990ce15c73a2,27797,0.235
scenario_76e56b5f-2bf1-4144-8c0a-4332ba6fc438,188262,0.235
scenario_c345fd9f-2568-4b03-aa9f-177322cbf062,11618,0.235
scenario_6647e44c-3081-4c15-8300-61fd83557083,49482,0.236
scenario_8e4de310-c54e-4f00-8fb4-67f6b6a65747,23633,0.236
scenario_be7e56a0-419b-47fa-9738-fbb3d20a3a2e,11686,0.236
scenario_92ce1f60-801b-421e-9e5b-5897e9407430,95410,0.236
scenario_58e14051-b6ec-4db2-91c0-be2010e86364,2606,0.236
scenario_4aa1d1a2-60ea-4dd0-b296-14f221eb9795,22532,0.236
scenario_6358d1ee-f52d-4469-b625-64906e0e790e,123681,0.236
scenario_ab7391db-23ad-409b-adc0-8b48a08299c2,34551,0.236
scenario_81ca13f0-959b-4041-a7f4-9555ebd3a313,11069,0.236
scenario_76dfec45-232d-4432-8444-3d8526147b2f,51065,0.236
scenario_154d9972-fc35-410e-8541-39b7159957e2,60823,0.236
scenario_324622aa-8ab0-4dc4-8df7-4282e5022255,28930,0.237
scenario_b1a47305-d278-47da-9d68-2555dc641359,120410,0.237
scenario_371642fd-bbcd-4f76-a734-3b5fdc75defc,426,0.237
scenario_7b83ebed-93a9-49b1-a86f-f01b7a4f792f,125809,0.237
scenario_7bcc01b1-e093-4952-9359-da566d4ec832,46992,0.237
scenario_369276db-6166-40a8-8e64-1eb516af051d,91472,0.237
scenario_71fd82ed-b17e-4851-9956-131dadd1d59d,32073,0.237
scenario_87a24a82-5e74-4837-a4e0-9c4fee0dbd08,22065,0.237
scenario_9a1979dc-b30e-4bfa-a82e-30223fcacd4a,23225,0.237
scenario_2c2f70f3-5ff2-4ee0-94a8-90f48444e273,125809,0.237
scenario_3ac1dd21-caca-4734-ad9e-1cedd51b154d,80140,0.237
scenario_aaecdee1-c84b-4d72-99c6-b4746fda7b2e,7585,0.237
scenario_82ae1f68-37eb-4b77-8acb-5fb7d86fea5f,21080,0.237
scenario_8dd16a75-51dd-4864-b57c-ffaa714ea404,119171,0.238
scenario_5ab7c2b8-ee00-40cd-9856-ec9059796304,49317,0.238
scenario_a90d3a41-b24a-4115-98ac-71fa7fd17e77,53462,0.238
scenario_eef59f5b-4c6a-4cfa-aa29-dccf940a7af0,49317,0.238
scenario_fa8a589c-3253-465e-9d0e-113fbe4b8989,18921,0.238
scenario_1b494bca-e9fe-46a5-934c-a4c4283f9d6e,167275,0.238
scenario_1a176403-06b6-4604-bc67-e0a1d31df733,145365,0.239
scenario_36834d3a-fd09-4635-9282-4ec274bed3e1,26550,0.239
scenario_2d0672e8-d305-4abc-b18a-8e2a482b1e42,63402,0.239
scenario_c9d8d115-fbfa-4c1e-8862-062a6692875e,22202,0.239
scenario_74ac1245-424d-4778-90fc-eb332834d3a4,42925,0.239
scenario_383107c6-f9ff-4ac8-8375-206aeed425c3,226649,0.239
scenario_0d40e940-26ee-4d7a-8094-802e8bf06ccc,854,0.239
scenario_9d740fed-58ed-4994-91a5-544f4d4967c2,48963,0.239
scenario_bcc25fe5-af4f-4ce7-8f77-72c22b50ca59,11264,0.239
scenario_0e23ca12-4b05-4711-bddd-13288602b981,24928,0.239
scenario_908c5c9d-44d3-4e5c-9678-82e70b9d5a07,34332,0.239
scenario_0bd8eced-5ad5-49d4-b178-a1638070e844,25213,0.239
scenario_5fdbdfde-300f-4734-8ab2-5673b43eac08,166530,0.24
scenario_54314a95-b8e3-4edc-af30-2346e3a2f212,106817,0.24
scenario_ba910c30-5d45-4344-9366-20c3b4a71642,80101,0.24
scenario_b9d12c87-1f35-4d96-a24c-c71a4292fc3f,93983,0.24
scenario_8fbfe406-256e-4fc8-a4fe-cc089f5a3f44,94019,0.24
scenario_8f33f8c4-7082-4e15-a446-2f823d17b022,9682,0.24
scenario_c6496482-fc41-4ae1-8aef-5ac0d333fcab,132640,0.24
scenario_1adc3c48-debc-48d4-b2de-3390ae18b37e,152498,0.24
scenario_3107b588-f01f-4697-924e-0e9ce389f514,27595,0.24
scenario_12d2769b-52d1-45f6-a8b2-412d1cd45305,10573,0.24
scenario_768531a3-f402-4b7d-a0d8-7ad516115168,56068,0.24
scenario_d54b2507-d0dc-41ae-8bd1-ab8baf72b486,33576,0.24
scenario_ebfb9d2c-5c1d-469c-b2a6-14aeba911ae0,13891,0.24
scenario_32e94736-05c8-4e3a-b067-0bd8760daab4,4542,0.24
scenario_be2fb525-b77c-4a6f-878d-161bd33fc294,9682,0.24
scenario_176f3c00-8d8f-47b1-9cd2-c004d8040641,22333,0.241
scenario_f590a735-ad06-40ff-ab8d-45af3153166b,9549,0.241
scenario_0e39a47e-693f-4500-af6f-4a0c1f3f2421,67697,0.241
scenario_0ed75709-10eb-4db5-a1cb-6f3c75095cc3,70863,0.241
scenario_e527b566-f944-4fbe-a14f-066e7519c1ef,44403,0.241
scenario_52925754-2da7-4e2f-ba77-f405735cd87e,28479,0.241
scenario_9be815c1-8087-4254-8878-d6344dc84682,AV,0.241
scenario_265329db-e075-4c62-88e1-c5c7d3538793,89413,0.241
scenario_732b9603-e0c7-47fa-9666-65cce95904c4,249793,0.241
scenario_d6b5aab1-7b73-49b1-a044-a3c9c00d2f80,6464,0.241
scenario_a653b3c9-6546-451d-b564-63f1cb3c0094,84762,0.241
scenario_6b6995d8-4668-4d36-8707-24402f2cc64b,52051,0.241
scenario_91a14056-235b-47c6-9f4c-e4589e687d04,28270,0.241
scenario_6678d087-9683-4aa9-b9bd-f54105c3cc0a,73734,0.242
